City_State,Timestamp,Traffic_Congestion (%),Avg_Vehicle_Speed (MPH),PM2.5_Level (µg/m³),CO2_Emissions (Metric Tons),Noise_Pollution (dB),Renewable_Energy (%),Electricity_Consumption (MWh),Water_Consumption (Million Gallons),Temperature (°F),Sensor_Reliability (0-1),Traffic_Incident,Weather_Condition
"San Jose, CA",22-02-2024 00:00,82,32,37.99,78.26,54,22.78,3699.84,163.56,50.8,0.73,Clear,Snowy
"San Diego, CA",22-02-2024 01:00,50,25,11.77,63.36,65,49.56,3380.54,33.9,70.3,0.7,Accident,Snowy
"Chicago, IL",22-02-2024 02:00,34,46,21.42,53.48,85,40.77,3647.07,56.41,46.2,0.83,Clear,Sunny
"Philadelphia, PA",22-02-2024 03:00,55,49,32.54,106,63,60.64,3558.32,150.64,43.5,0.97,Event Nearby,Snowy
"Dallas, TX",22-02-2024 04:00,56,28,41.77,230.32,45,66.31,2318.72,148.64,83.2,0.81,Clear,Cloudy
"Phoenix, AZ",22-02-2024 05:00,84,37,16.38,249.39,59,51.5,1492.26,37.21,54.4,0.94,Accident,Snowy
"New York, NY",22-02-2024 06:00,52,33,32.61,323.76,46,74.01,1794.75,46.62,30,0.9,Road Construction,Foggy
"Chicago, IL",22-02-2024 07:00,51,69,47.53,287.44,75,32.12,2240.49,125.72,46.6,0.78,Heavy Traffic,Rainy
"New York, NY",22-02-2024 08:00,32,15,14.09,92.98,59,35.43,3270.13,64.15,33.8,0.78,Event Nearby,Foggy
"Dallas, TX",22-02-2024 09:00,22,45,32.75,57.26,71,16.3,4225.03,40.8,90.2,0.88,Event Nearby,Foggy
"San Jose, CA",22-02-2024 10:00,21,18,10.13,59.46,56,74.34,3146.41,83.09,82.4,0.93,Road Construction,Rainy
"San Antonio, TX",22-02-2024 11:00,40,47,39.93,380.5,65,10.39,3336.07,57.28,33.8,0.95,Heavy Traffic,Foggy
"San Antonio, TX",22-02-2024 12:00,50,45,37.95,223.79,58,20.35,4849.51,28.65,69.1,0.92,Accident,Cloudy
"Chicago, IL",22-02-2024 13:00,55,22,43.7,61.14,77,59.23,3886.75,189.84,41.9,0.89,Heavy Traffic,Sunny
"San Jose, CA",22-02-2024 14:00,84,39,28.2,356.21,74,25.05,2232.4,143.06,72.3,0.76,Clear,Foggy
"Chicago, IL",22-02-2024 15:00,62,39,44.76,336.72,49,63.07,2279.86,181.9,71.4,0.71,Event Nearby,Rainy
"Chicago, IL",22-02-2024 16:00,52,49,8.34,347.53,86,76.87,2318.11,53.77,85.2,0.92,Heavy Traffic,Foggy
"Philadelphia, PA",22-02-2024 17:00,39,17,18.54,291.51,66,31.16,1008.17,74.59,78.3,0.98,Accident,Sunny
"San Jose, CA",22-02-2024 18:00,56,49,23.4,112.44,71,75.61,2202.34,36.89,87.8,0.97,Accident,Cloudy
"Chicago, IL",22-02-2024 19:00,25,56,7.97,206.19,58,11.37,3180.77,116.13,91.8,0.73,Road Construction,Cloudy
"Dallas, TX",22-02-2024 20:00,85,16,9.85,258.33,72,74.23,4090.74,134.02,89.3,0.82,Accident,Cloudy
"Houston, TX",22-02-2024 21:00,53,46,11.53,158.6,82,67.81,2269.41,197.54,67.2,0.98,Event Nearby,Cloudy
"Chicago, IL",22-02-2024 22:00,86,61,23.12,206.86,73,36.68,4584.67,43.57,89.2,0.74,Road Construction,Sunny
"Los Angeles, CA",22-02-2024 23:00,65,17,24.67,220.73,54,11.68,4656.79,83.44,61.6,0.96,Accident,Cloudy
"San Diego, CA",23-02-2024 00:00,26,67,33.43,384.57,57,27.65,4646.21,16.76,92.7,0.71,Accident,Cloudy
"Chicago, IL",23-02-2024 01:00,93,32,14.89,143.09,52,42.05,3825.24,99.12,52.4,0.78,Clear,Foggy
"Houston, TX",23-02-2024 02:00,59,23,6.85,232.78,40,33.61,1038.23,184.7,69.7,0.88,Heavy Traffic,Foggy
"San Jose, CA",23-02-2024 03:00,84,45,36.81,267.83,62,62.07,2109.3,35.47,70.5,0.71,Heavy Traffic,Cloudy
"Phoenix, AZ",23-02-2024 04:00,38,61,22.8,296.99,87,74.79,3241.49,116.18,56.9,0.84,Event Nearby,Rainy
"Dallas, TX",23-02-2024 05:00,31,15,46.83,279.89,83,20.69,4528.05,81.04,88.9,0.82,Clear,Cloudy
"Chicago, IL",23-02-2024 06:00,61,32,5.68,154.44,71,28.42,2106.89,172.23,78.3,0.9,Road Construction,Snowy
"Philadelphia, PA",23-02-2024 07:00,86,62,8.69,304.69,44,57.61,3821.08,112.41,56.9,0.97,Clear,Foggy
"Chicago, IL",23-02-2024 08:00,82,57,48.03,94.67,42,65.8,3015.29,71.89,77.7,0.78,Clear,Rainy
"Dallas, TX",23-02-2024 09:00,61,17,22.25,66.52,62,66.45,2583.28,13.99,51,0.74,Road Construction,Snowy
"San Diego, CA",23-02-2024 10:00,71,63,47.62,357.37,72,64.15,1104.41,110.64,39.4,0.71,Accident,Rainy
"Philadelphia, PA",23-02-2024 11:00,87,62,25.44,79.63,64,78.62,1604.99,43,49.3,0.97,Road Construction,Sunny
"Philadelphia, PA",23-02-2024 12:00,70,15,36.63,295.98,68,11.59,1192.81,69.08,44.2,0.72,Event Nearby,Snowy
"New York, NY",23-02-2024 13:00,26,63,26.91,177.86,49,49.69,4441.86,135.08,71,0.7,Clear,Cloudy
"Houston, TX",23-02-2024 14:00,53,25,12.82,285.82,58,10.83,3538.48,40.34,30.7,0.73,Heavy Traffic,Rainy
"Philadelphia, PA",23-02-2024 15:00,63,23,35.62,136.75,82,73.02,2921.54,152.86,93.7,0.97,Clear,Rainy
"Phoenix, AZ",23-02-2024 16:00,51,44,11.45,121.77,51,50.74,1793.04,130.13,33.6,0.91,Clear,Foggy
"Philadelphia, PA",23-02-2024 17:00,46,19,27.69,156.94,79,21.5,2868.69,124.15,53.6,0.93,Clear,Cloudy
"Houston, TX",23-02-2024 18:00,21,50,29.59,193.59,71,49.4,4004.62,76.83,98.6,0.9,Clear,Sunny
"New York, NY",23-02-2024 19:00,31,46,45.41,257.79,52,16.49,1904.38,148.15,46.4,0.85,Road Construction,Foggy
"San Antonio, TX",23-02-2024 20:00,86,57,41.17,185.71,49,66.46,2641.7,11.49,39.8,0.84,Heavy Traffic,Rainy
"Los Angeles, CA",23-02-2024 21:00,52,15,41.09,388.54,77,38.01,1332.13,46.36,97,0.87,Heavy Traffic,Cloudy
"Dallas, TX",23-02-2024 22:00,64,47,36.75,125.47,43,20.01,3040.7,76.85,90.1,0.89,Clear,Rainy
"Houston, TX",23-02-2024 23:00,37,23,33.68,231.3,83,45.79,1564.87,198.34,58.3,0.91,Accident,Sunny
"San Diego, CA",24-02-2024 00:00,43,21,33.25,336.79,46,13.75,1438.95,21.09,40.2,0.95,Heavy Traffic,Foggy
"Los Angeles, CA",24-02-2024 01:00,68,18,11.86,315.49,60,14,3842.57,186.45,48.7,0.75,Clear,Snowy
"San Diego, CA",24-02-2024 02:00,79,16,26.22,262.65,65,57.98,1977.52,18.77,80.3,0.89,Road Construction,Sunny
"San Antonio, TX",24-02-2024 03:00,74,31,16.94,301.71,75,44.21,3409.54,38.59,73.4,0.88,Road Construction,Cloudy
"New York, NY",24-02-2024 04:00,26,58,24.11,265.38,75,10.73,3280.29,42.13,86.7,0.89,Heavy Traffic,Foggy
"Dallas, TX",24-02-2024 05:00,51,31,36.07,301.13,50,68.71,3462.42,38,54.1,0.71,Event Nearby,Sunny
"San Jose, CA",24-02-2024 06:00,59,35,37.05,305.63,65,68.34,1640.32,173.12,63.4,0.83,Accident,Snowy
"Houston, TX",24-02-2024 07:00,68,23,5.04,89.35,89,55.95,2673.21,100.01,88.9,0.76,Event Nearby,Sunny
"Houston, TX",24-02-2024 08:00,47,49,17.05,78.75,81,24.37,4843.43,123.45,30.4,0.95,Road Construction,Rainy
"Philadelphia, PA",24-02-2024 09:00,86,15,6.52,197.63,51,60.44,4594.69,43.44,70.1,0.81,Event Nearby,Snowy
"Philadelphia, PA",24-02-2024 10:00,79,32,34.5,221.75,45,13.29,4390.27,48.25,69.6,0.74,Heavy Traffic,Foggy
"San Antonio, TX",24-02-2024 11:00,61,21,6.27,121.86,86,43.69,2503.22,22.5,66.3,0.84,Heavy Traffic,Cloudy
"Dallas, TX",24-02-2024 12:00,60,42,15.66,335.24,42,74.41,1445.72,69.68,80.3,0.85,Accident,Rainy
"Phoenix, AZ",24-02-2024 13:00,49,55,49.82,338.12,43,11.73,3996.2,169.77,83.8,0.94,Heavy Traffic,Snowy
"Houston, TX",24-02-2024 14:00,59,18,32.08,179.71,47,32.13,1448.73,85.86,79.6,0.81,Road Construction,Cloudy
"New York, NY",24-02-2024 15:00,70,38,38.4,327.98,55,60.51,4768.11,151.31,79.5,0.77,Accident,Rainy
"Phoenix, AZ",24-02-2024 16:00,63,55,22.37,246.94,75,27.7,2319.37,77.03,85,0.89,Heavy Traffic,Cloudy
"Dallas, TX",24-02-2024 17:00,83,40,25.48,218.45,83,59.69,1532.47,70.13,80.5,0.8,Heavy Traffic,Rainy
"San Diego, CA",24-02-2024 18:00,88,58,23.95,94.91,72,36.29,2820.31,132.41,63.1,0.92,Heavy Traffic,Snowy
"Dallas, TX",24-02-2024 19:00,42,15,46.02,186.21,75,65.18,2691.87,69.41,46.4,0.72,Clear,Snowy
"Houston, TX",24-02-2024 20:00,38,52,30.84,239.84,71,74.98,2649.21,62.57,51.5,0.83,Clear,Sunny
"Houston, TX",24-02-2024 21:00,38,66,23.05,227.74,44,74.6,1176.18,37.73,93.9,0.86,Heavy Traffic,Cloudy
"Philadelphia, PA",24-02-2024 22:00,63,41,27.15,179.51,56,54.28,4726.5,154.09,94.6,0.8,Clear,Rainy
"Houston, TX",24-02-2024 23:00,81,16,31.33,152.25,49,64.72,4095.85,79.28,43.5,0.8,Heavy Traffic,Rainy
"San Diego, CA",25-02-2024 00:00,40,39,35.37,282.54,83,50.73,3921.94,181.54,33.4,0.75,Heavy Traffic,Sunny
"Houston, TX",25-02-2024 01:00,83,47,33.84,104.88,63,18.8,1218.89,102.49,69.9,0.95,Clear,Rainy
"Houston, TX",25-02-2024 02:00,89,30,6.32,303.01,55,49.84,2302.88,71.93,96,0.76,Accident,Snowy
"Philadelphia, PA",25-02-2024 03:00,85,49,44.03,277,44,77.68,2417.95,120.39,69.4,0.81,Heavy Traffic,Rainy
"Philadelphia, PA",25-02-2024 04:00,26,39,46.17,268.66,68,68.74,1946.83,84.84,39.8,0.98,Heavy Traffic,Foggy
"New York, NY",25-02-2024 05:00,30,51,15.92,295.19,43,56.51,3299.89,62.53,37.8,0.87,Clear,Snowy
"Houston, TX",25-02-2024 06:00,27,19,5.45,276.47,68,52.13,4644.39,65.06,58,0.75,Event Nearby,Cloudy
"Dallas, TX",25-02-2024 07:00,26,25,7.94,235.25,78,46.07,2453.27,103.74,98.2,0.74,Clear,Sunny
"San Diego, CA",25-02-2024 08:00,53,66,10.51,126.04,84,13.82,3241.41,149.61,81,0.85,Accident,Rainy
"Philadelphia, PA",25-02-2024 09:00,32,68,49.55,115.96,54,10.88,4439.65,37.89,55.3,0.98,Event Nearby,Snowy
"San Antonio, TX",25-02-2024 10:00,40,59,45.68,177.55,57,19.42,1609.82,15.74,39.9,0.95,Event Nearby,Cloudy
"New York, NY",25-02-2024 11:00,68,17,14.12,275.29,58,63.72,4153.07,20.88,53,0.98,Heavy Traffic,Foggy
"Chicago, IL",25-02-2024 12:00,82,25,38.15,219.3,78,77.53,4163.9,61.98,52.5,0.7,Clear,Cloudy
"Chicago, IL",25-02-2024 13:00,72,49,8.95,385.16,87,51.22,3538.49,156.43,88.9,0.85,Heavy Traffic,Cloudy
"San Antonio, TX",25-02-2024 14:00,37,33,31.17,107.71,89,19.75,3470.35,54.27,37.3,0.91,Clear,Foggy
"San Antonio, TX",25-02-2024 15:00,81,22,8.91,293.57,58,41.99,3265.48,30.62,74.5,0.9,Heavy Traffic,Cloudy
"Phoenix, AZ",25-02-2024 16:00,42,40,36.12,194.33,74,76.7,1311.12,80.69,57.4,0.78,Accident,Cloudy
"Dallas, TX",25-02-2024 17:00,88,34,46.27,271.31,62,79.01,3984.9,71.13,95.5,0.95,Clear,Cloudy
"Houston, TX",25-02-2024 18:00,24,35,37.95,282.11,85,30.12,3755.08,113.12,33.4,0.75,Event Nearby,Snowy
"New York, NY",25-02-2024 19:00,37,40,12.98,274.54,49,34.05,4423.78,122.23,48.1,0.87,Heavy Traffic,Snowy
"Chicago, IL",25-02-2024 20:00,25,55,37.89,177.4,60,79.86,1492.43,131.93,81.2,0.82,Road Construction,Sunny
"San Antonio, TX",25-02-2024 21:00,83,49,34.23,75.29,76,53.59,1481.85,141.9,95.6,0.81,Clear,Foggy
"San Antonio, TX",25-02-2024 22:00,89,50,22.26,364.59,75,74.06,4886.02,171.98,48.1,0.73,Heavy Traffic,Foggy
"Dallas, TX",25-02-2024 23:00,64,44,42.21,210.49,64,60.32,2984.82,65.72,41.3,0.85,Accident,Foggy
"Chicago, IL",26-02-2024 00:00,27,26,19.92,257.87,43,14.14,1113.67,86.31,75.6,0.97,Event Nearby,Foggy
"San Jose, CA",26-02-2024 01:00,56,56,44.42,61.59,63,29.67,3718.82,190.22,39.4,0.98,Event Nearby,Cloudy
"Chicago, IL",26-02-2024 02:00,58,26,9.61,231.17,80,62.23,3850.14,86.97,35.3,0.8,Accident,Cloudy
"Phoenix, AZ",26-02-2024 03:00,39,66,40.51,177.78,67,36.54,3209.11,34.09,97.2,0.92,Heavy Traffic,Snowy
"San Diego, CA",26-02-2024 04:00,27,35,45.65,66.64,47,60.59,2706.94,147.32,33.6,0.84,Road Construction,Foggy
"Dallas, TX",26-02-2024 05:00,79,18,17.67,332.83,78,77.32,1879.65,100.51,66.5,0.98,Heavy Traffic,Rainy
"New York, NY",26-02-2024 06:00,46,27,6.73,182.21,71,72.14,3628.03,53.29,52.4,0.82,Clear,Snowy
"Houston, TX",26-02-2024 07:00,42,68,20.95,110.69,50,36.91,2700.25,113.2,88.4,0.76,Heavy Traffic,Snowy
"San Antonio, TX",26-02-2024 08:00,32,48,8.82,99.02,73,34.87,2573.17,101.38,38.8,0.81,Road Construction,Snowy
"Philadelphia, PA",26-02-2024 09:00,92,67,36.72,139.62,78,25.49,4331.8,40.88,61.7,0.81,Road Construction,Rainy
"San Diego, CA",26-02-2024 10:00,81,40,16.11,340.85,76,64.75,1171.85,156.89,85.7,0.77,Accident,Foggy
"New York, NY",26-02-2024 11:00,38,54,45.69,364.83,43,33.73,2617.05,192.56,79.5,0.91,Heavy Traffic,Sunny
"San Antonio, TX",26-02-2024 12:00,31,44,21.17,266.01,74,53.06,1381.38,113.81,81.6,0.77,Road Construction,Foggy
"New York, NY",26-02-2024 13:00,49,18,30.29,297.3,50,50.71,3730.13,106.16,94.3,0.88,Clear,Foggy
"San Jose, CA",26-02-2024 14:00,20,23,13.59,109.52,74,77.87,3592.47,72.98,71.1,0.74,Accident,Sunny
"Los Angeles, CA",26-02-2024 15:00,31,18,24.33,191.72,58,70.08,2757.32,19,61.1,0.82,Heavy Traffic,Snowy
"Philadelphia, PA",26-02-2024 16:00,54,60,32.3,347.03,79,30.9,4112.25,31.55,82.7,0.76,Event Nearby,Snowy
"Chicago, IL",26-02-2024 17:00,39,47,32.48,309.62,84,42.21,2647.21,81.58,61.9,0.85,Heavy Traffic,Foggy
"San Jose, CA",26-02-2024 18:00,44,67,36.74,180.44,47,50.32,4428.9,57.07,87,0.99,Clear,Rainy
"Chicago, IL",26-02-2024 19:00,76,24,18.91,99.97,50,64.06,4756.33,96.45,66.3,0.7,Heavy Traffic,Sunny
"San Diego, CA",26-02-2024 20:00,24,37,33.58,182.32,53,75.88,4302.85,56.38,88.9,0.72,Clear,Rainy
"Houston, TX",26-02-2024 21:00,76,16,5.81,69.97,44,57.5,1510.66,192,67.4,0.74,Clear,Cloudy
"Chicago, IL",26-02-2024 22:00,55,66,25.72,311.41,76,52.87,1951.83,181.51,62.7,0.76,Accident,Sunny
"San Antonio, TX",26-02-2024 23:00,64,24,24.86,187.82,56,16.28,1999.35,39.2,71.4,0.83,Event Nearby,Sunny
"San Jose, CA",27-02-2024 00:00,81,57,31.21,340.57,53,59.5,2621.09,61.6,91,0.81,Clear,Foggy
"New York, NY",27-02-2024 01:00,64,24,46.68,275.99,79,70.56,3114.29,60.67,87.7,0.86,Event Nearby,Foggy
"San Antonio, TX",27-02-2024 02:00,36,46,48.11,310.59,76,59.3,1323.76,71.59,47.7,0.75,Road Construction,Cloudy
"Chicago, IL",27-02-2024 03:00,76,51,10.68,389.6,87,41.53,2798.95,44.29,67.3,0.78,Clear,Snowy
"New York, NY",27-02-2024 04:00,34,57,35.13,89.09,42,48.52,3796.13,45.44,43.9,0.98,Road Construction,Cloudy
"San Diego, CA",27-02-2024 05:00,67,48,19.35,320.33,51,14.17,3046.61,176.23,91.8,0.73,Accident,Snowy
"San Jose, CA",27-02-2024 06:00,62,54,14.81,293.34,41,10.42,1366.51,115.28,98.4,0.8,Clear,Rainy
"Chicago, IL",27-02-2024 07:00,65,40,15.55,68.25,58,36.66,2627.23,109.92,71.8,0.93,Heavy Traffic,Sunny
"Philadelphia, PA",27-02-2024 08:00,41,21,20.97,297.61,84,72.52,1734.22,183.93,69.1,0.88,Accident,Rainy
"San Jose, CA",27-02-2024 09:00,34,39,32.36,325.27,42,30.99,3932.85,83.3,98.2,0.87,Heavy Traffic,Foggy
"Los Angeles, CA",27-02-2024 10:00,48,41,43.41,75.23,58,26.73,1984.37,11.73,97.4,0.96,Heavy Traffic,Rainy
"Phoenix, AZ",27-02-2024 11:00,38,18,44.69,321.34,41,33.89,1517.6,77.63,54.6,0.93,Clear,Snowy
"Los Angeles, CA",27-02-2024 12:00,42,63,26.26,190.14,71,56.9,3298.8,36.25,97.3,0.97,Heavy Traffic,Sunny
"Los Angeles, CA",27-02-2024 13:00,21,69,8.07,98.06,87,65.81,1877.33,19.65,41.1,0.89,Heavy Traffic,Foggy
"Dallas, TX",27-02-2024 14:00,67,45,12.52,118.99,56,65.03,4514.83,196.87,47.7,0.85,Road Construction,Cloudy
"New York, NY",27-02-2024 15:00,63,38,8.24,205.76,72,79.92,4020.19,97.08,36.6,0.81,Heavy Traffic,Foggy
"San Jose, CA",27-02-2024 16:00,93,28,32.04,345.04,85,51.73,4573.56,82.05,64.8,0.83,Event Nearby,Foggy
"San Jose, CA",27-02-2024 17:00,79,33,16.82,62.19,48,33.62,1553.73,180.79,99.7,0.74,Road Construction,Sunny
"Phoenix, AZ",27-02-2024 18:00,77,20,10.38,196.05,41,28.26,4786.17,178.5,56.9,0.89,Heavy Traffic,Rainy
"San Jose, CA",27-02-2024 19:00,58,29,37.21,285.51,43,11.61,4574.23,195.63,95.2,0.82,Event Nearby,Cloudy
"New York, NY",27-02-2024 20:00,82,69,33.32,70.76,84,34.09,4308.32,151.38,80.2,0.79,Heavy Traffic,Cloudy
"Dallas, TX",27-02-2024 21:00,88,46,11.33,248.32,45,38.13,1579.47,20.26,85.1,0.92,Heavy Traffic,Foggy
"New York, NY",27-02-2024 22:00,41,67,12.17,86.17,43,32.9,2067.13,187.4,33.4,0.8,Road Construction,Sunny
"Philadelphia, PA",27-02-2024 23:00,27,19,35.63,389.41,47,14.13,2023.56,177.45,86.5,0.82,Road Construction,Snowy
"Philadelphia, PA",28-02-2024 00:00,78,28,6.51,84.35,85,66.06,4115.06,167.51,36.1,0.83,Road Construction,Cloudy
"Phoenix, AZ",28-02-2024 01:00,49,21,26.87,125.78,85,14.86,2638.96,178.85,74.7,0.8,Event Nearby,Snowy
"San Diego, CA",28-02-2024 02:00,46,68,49.55,104.16,46,69.33,4581.55,32.12,39.3,0.83,Heavy Traffic,Cloudy
"San Jose, CA",28-02-2024 03:00,89,45,19.52,326.42,78,37.04,3676.89,49.26,55.6,0.75,Accident,Rainy
"Chicago, IL",28-02-2024 04:00,52,21,7.05,378.62,84,37.64,3171.72,178.05,55.8,0.99,Accident,Sunny
"San Antonio, TX",28-02-2024 05:00,26,62,8.88,341.36,60,68.64,2915.91,136.49,74.4,0.99,Clear,Rainy
"Houston, TX",28-02-2024 06:00,74,24,11.75,113.65,42,46.63,1410.43,60.61,43.5,0.91,Road Construction,Sunny
"Los Angeles, CA",28-02-2024 07:00,66,56,22.28,254.02,56,17.64,4614.48,135.97,43.7,0.72,Accident,Rainy
"Los Angeles, CA",28-02-2024 08:00,44,45,21.57,156.19,84,59.67,4100.65,197.4,44,0.74,Road Construction,Cloudy
"Chicago, IL",28-02-2024 09:00,50,56,19.91,254.29,70,59.75,3269.03,91.42,54.2,0.74,Event Nearby,Rainy
"Houston, TX",28-02-2024 10:00,88,50,32.08,57.64,66,48.68,3599.76,31.46,40.8,0.86,Event Nearby,Rainy
"Phoenix, AZ",28-02-2024 11:00,68,44,36.7,95.21,84,52.69,4101.8,125.33,44.6,0.74,Event Nearby,Sunny
"San Antonio, TX",28-02-2024 12:00,92,49,19.56,133.61,50,17.06,3911.27,105.23,85.3,0.98,Heavy Traffic,Sunny
"Dallas, TX",28-02-2024 13:00,43,69,37.01,180.6,89,71.99,1066.59,31.25,82.1,0.83,Road Construction,Rainy
"Houston, TX",28-02-2024 14:00,23,16,7.69,159.78,61,16.35,3623.3,170.82,82.5,0.92,Road Construction,Sunny
"Houston, TX",28-02-2024 15:00,27,17,42.53,254.33,65,70.55,4252.24,57.06,75.8,0.98,Road Construction,Snowy
"New York, NY",28-02-2024 16:00,48,15,8.85,201,81,49.36,3801.57,181.16,91,0.95,Event Nearby,Sunny
"Phoenix, AZ",28-02-2024 17:00,59,27,24.64,211.89,49,45.55,3507.05,71.14,100,0.75,Accident,Sunny
"Chicago, IL",28-02-2024 18:00,22,26,20,332.11,49,53.7,3585.39,143.45,36.4,0.99,Heavy Traffic,Cloudy
"Philadelphia, PA",28-02-2024 19:00,59,29,29.62,84.73,51,74.69,1902.43,196.29,77,0.79,Clear,Cloudy
"New York, NY",28-02-2024 20:00,51,33,22.66,102.61,88,79.45,4108.73,19.37,68.1,0.72,Event Nearby,Snowy
"Houston, TX",28-02-2024 21:00,27,38,44.63,248.77,51,46.29,4196.68,59.45,61.5,0.73,Road Construction,Foggy
"San Antonio, TX",28-02-2024 22:00,24,69,35.38,175.3,52,41.92,4311.05,181.91,47.8,0.83,Clear,Foggy
"Chicago, IL",28-02-2024 23:00,91,63,39.25,333.38,85,63.68,2366.86,128.3,85.3,0.98,Clear,Snowy
"Chicago, IL",29-02-2024 00:00,62,65,37.2,304.09,79,62.05,1186.53,17.62,57.3,0.82,Heavy Traffic,Cloudy
"Phoenix, AZ",29-02-2024 01:00,54,31,31.71,164.08,81,44,2523.84,197.7,42,0.77,Road Construction,Foggy
"Phoenix, AZ",29-02-2024 02:00,26,64,25.17,106.72,88,23.52,2806.86,183.1,51.2,0.84,Clear,Rainy
"Dallas, TX",29-02-2024 03:00,87,66,14.34,143.85,63,66.33,2246.6,138.32,69.3,0.87,Road Construction,Sunny
"Chicago, IL",29-02-2024 04:00,42,66,8.23,272.08,82,38.49,2258.91,79.69,47.4,0.89,Heavy Traffic,Foggy
"Los Angeles, CA",29-02-2024 05:00,43,20,48.1,307.34,65,28.81,3973.66,179.76,55,0.75,Accident,Snowy
"New York, NY",29-02-2024 06:00,41,55,47.64,375.31,47,23.76,4664.15,50.09,82,0.79,Road Construction,Rainy
"Phoenix, AZ",29-02-2024 07:00,21,28,17.58,301.1,78,58.6,1644.12,176.74,87.6,0.81,Heavy Traffic,Rainy
"Chicago, IL",29-02-2024 08:00,79,64,49.41,67.98,47,26.79,2840.72,175.76,84.8,0.91,Event Nearby,Rainy
"Philadelphia, PA",29-02-2024 09:00,22,54,45.54,335.88,46,78.05,3040.58,185.51,46.7,0.74,Clear,Foggy
"Houston, TX",29-02-2024 10:00,21,46,20.5,160.6,43,63.55,4228.05,76.64,95.3,0.96,Accident,Snowy
"Philadelphia, PA",29-02-2024 11:00,58,49,13.08,244.79,68,58.04,2759.85,54.3,68.8,0.71,Event Nearby,Snowy
"Houston, TX",29-02-2024 12:00,31,25,8.5,88.92,79,55.49,4039.17,73.94,68,0.88,Heavy Traffic,Snowy
"San Jose, CA",29-02-2024 13:00,76,21,44.15,307.03,50,69.75,1569.75,158.82,92.8,0.78,Event Nearby,Sunny
"New York, NY",29-02-2024 14:00,65,44,16.68,174.38,67,65.75,4221.96,140.63,31.7,0.88,Road Construction,Sunny
"Los Angeles, CA",29-02-2024 15:00,26,31,9.09,192.07,41,33.81,2062.33,86.06,99.1,0.85,Road Construction,Cloudy
"San Jose, CA",29-02-2024 16:00,78,54,5.68,294.65,66,37.22,3547.86,130.42,82.7,0.94,Heavy Traffic,Snowy
"Dallas, TX",29-02-2024 17:00,75,41,37.85,331.28,77,77.67,2440.66,87.78,74.3,0.78,Event Nearby,Cloudy
"Chicago, IL",29-02-2024 18:00,61,44,16.3,176.85,82,50.6,2532.57,129.68,71.6,0.87,Accident,Cloudy
"Houston, TX",29-02-2024 19:00,88,46,13.2,382.35,87,33.73,3745.49,101.55,37.8,0.8,Event Nearby,Rainy
"New York, NY",29-02-2024 20:00,72,39,21.12,395.48,78,13.04,2543.74,61.23,78.5,0.91,Accident,Sunny
"San Diego, CA",29-02-2024 21:00,51,16,27.58,237.49,59,32.36,4005.4,182.37,89.7,0.78,Event Nearby,Foggy
"San Jose, CA",29-02-2024 22:00,86,60,16.34,137.12,83,40.41,3603.75,48.27,35.1,0.84,Heavy Traffic,Foggy
"San Diego, CA",29-02-2024 23:00,66,62,38.61,88.5,63,63.41,4744.89,159.58,55.2,0.82,Accident,Foggy
"Dallas, TX",01-03-2024 00:00,70,42,17.78,325.92,43,29.28,2456.48,71.53,75,0.96,Clear,Snowy
"Phoenix, AZ",01-03-2024 01:00,49,16,45.97,263.63,61,63.56,1526.88,165.88,52.4,0.99,Clear,Cloudy
"Philadelphia, PA",01-03-2024 02:00,56,48,40.15,292.58,52,15.65,4004.65,195.39,74.6,0.75,Accident,Sunny
"Phoenix, AZ",01-03-2024 03:00,24,39,39.84,123.78,69,72.35,1797.3,150.45,64.9,0.84,Clear,Sunny
"New York, NY",01-03-2024 04:00,84,54,19.62,64.71,57,58.04,3918.25,115.08,83.6,0.85,Heavy Traffic,Sunny
"Phoenix, AZ",01-03-2024 05:00,67,54,5.59,380.74,59,76.22,4174.07,103.08,44.4,0.7,Event Nearby,Foggy
"Houston, TX",01-03-2024 06:00,51,46,37.52,88.36,63,18.04,3025.24,189.17,36.3,0.96,Clear,Cloudy
"Chicago, IL",01-03-2024 07:00,61,57,11.15,390.36,75,72.06,4109.11,152.4,92.3,0.78,Clear,Cloudy
"Phoenix, AZ",01-03-2024 08:00,74,32,26.79,246.44,63,75.98,1611.75,178.38,80.1,0.71,Accident,Foggy
"Houston, TX",01-03-2024 09:00,32,68,42.16,300.43,45,43.55,2189.46,49.17,76,0.91,Clear,Cloudy
"Houston, TX",01-03-2024 10:00,90,17,26.37,280.05,77,23.08,4142.62,77.92,67.8,0.8,Accident,Cloudy
"Philadelphia, PA",01-03-2024 11:00,69,65,23.7,69.97,86,36.52,1231.01,145.19,37.7,0.76,Heavy Traffic,Rainy
"Dallas, TX",01-03-2024 12:00,69,35,31.65,250.25,67,44.64,4647.17,148.03,68.7,0.8,Accident,Rainy
"San Jose, CA",01-03-2024 13:00,26,42,25.16,277.11,72,72.94,3504.27,46.51,85.9,0.97,Event Nearby,Sunny
"Houston, TX",01-03-2024 14:00,71,23,40.42,94.71,53,54.36,2929.13,43.61,81.3,0.96,Clear,Snowy
"San Jose, CA",01-03-2024 15:00,40,50,10.11,77.82,83,39.93,3094.86,19.68,34.8,0.79,Road Construction,Sunny
